depto,munic,sex,urban_rural,cause,year_departure,age_group_emigration,emigrants,depto_name,dept_geo_code
1,101,female,urban,En búsqueda de un nuevo empleo,2014,20-24,93.12455299999999,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2019,20-24,93.12455299999999,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2020,20-24,139.6868295,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2021,25-29,186.24910599999998,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2021,40-44,139.6868295,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2022,30-34,93.12455299999999,Atlántida,HNAT
1,101,female,urban,En búsqueda de un nuevo empleo,2022,35-39,93.12455299999999,Atlántida,HNAT
1,101,female,urban,Violencia familiar,2003,25-29,228.5196732,Atlántida,HNAT
1,101,female,urban,Violencia familiar,2022,25-29,93.12455299999999,Atlántida,HNAT
1,101,female,urban,Por matrimonio o unión,1970,25-29,93.12455299999999,Atlántida,HNAT
1,101,female,urban,Por matrimonio o unión,2000,40-44,93.12455299999999,Atlántida,HNAT
1,101,female,urban,Por matrimonio o unión,2013,40-44,93.12455299999999,Atlántida,HNAT
1,101,female,urban,Por matrimonio o unión,2020,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,rural,Bajos ingresos,2022,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,rural,Bajos ingresos; Desempleo,2022,25-29,79.81876799999999,Atlántida,HNAT
1,101,male,rural,Desempleo,2020,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2013,5-9,139.6868295,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2017,10-14,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2018,15-19,186.24910599999998,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2018,5-9,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2020,10-14,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar,2021,10-14,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar; Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2002,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar; Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2022,40-44,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Reunificación familiar; Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a servicios básicos,2021,45-49,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,1999,40-44,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,2002,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,2011,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,2018,35-39,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,2019,50-54,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos,2021,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo,2019,50-54,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,1996,45-49,111.7494636,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,1997,15-19,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2013,25-29,111.7494636,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2018,15-19,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2018,40-44,84.42617039999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2019,50-54,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2020,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2020,25-29,111.7494636,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2021,15-19,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2022,20-24,111.7494636,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2022,30-34,111.7494636,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2022,45-49,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a alimentos,2011,30-34,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; Desempleo; Falta de acceso a servicios básicos,2022,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; En búsqueda de un nuevo empleo,2019,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; En búsqueda de un nuevo empleo,2021,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Bajos ingresos; En búsqueda de un nuevo empleo,2022,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo,2019,10-14,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo,2020,30-34,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo,2022,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo,2022,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo,2023,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,1993,15-19,111.7494636,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2001,45-49,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2005,20-24,139.6868295,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2007,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2014,20-24,186.24910599999998,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2017,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2019,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2019,30-34,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2019,35-39,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2021,15-19,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2021,35-39,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo,2023,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a servicios de salud; Falta de acceso a servicios básicos,2021,45-49,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo; Por inseguridad en la comunidad,2019,10-14,111.7494636,Atlántida,HNAT
1,101,male,urban,Desempleo; En búsqueda de un nuevo empleo; Por inseguridad en la comunidad,2019,15-19,204.8740166,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,1997,10-14,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2001,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2002,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2008,45-49,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2010,20-24,139.6868295,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2013,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2016,20-24,139.6868295,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2018,15-19,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2019,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2019,25-29,321.6442262,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2020,25-29,228.5196732,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2020,30-34,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2022,40-44,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo,2023,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,En búsqueda de un nuevo empleo; Por inseguridad en la comunidad; Sufre amenazas o extorsión,2020,15-19,111.7494636,Atlántida,HNAT
1,101,male,urban,Falta de acceso a educación,2020,25-29,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Por inseguridad en la comunidad,2017,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Por inseguridad en la comunidad,2020,40-44,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Sufre amenazas o extorsión,2013,35-39,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Otro,2010,20-24,93.12455299999999,Atlántida,HNAT
1,101,male,urban,Otro,2015,15-19,93.12455299999999,Atlántida,HNAT
1,102,male,urban,Desempleo; En búsqueda de un nuevo empleo; Por inseguridad en la comunidad,2019,35-39,111.7494636,Atlántida,HNAT
1,102,male,urban,En búsqueda de un nuevo empleo,2014,15-19,591.9311469999999,Atlántida,HNAT
1,102,male,urban,En búsqueda de un nuevo empleo,2015,15-19,591.9311469999999,Atlántida,HNAT
1,103,female,rural,Desempleo; En búsqueda de un nuevo empleo,2019,25-29,838.0212979999999,Atlántida,HNAT
1,103,male,rural,Reunificación familiar,2019,5-9,838.0212979999999,Atlántida,HNAT
1,103,male,rural,Desempleo,2017,20-24,838.0212979999999,Atlántida,HNAT
1,103,male,rural,En búsqueda de un nuevo empleo,2020,15-19,838.0212979999999,Atlántida,HNAT
1,103,male,urban,Reunificación familiar,2015,30-34,228.5196732,Atlántida,HNAT
1,103,male,urban,En búsqueda de un nuevo empleo,2001,35-39,42.761089999999996,Atlántida,HNAT
1,104,female,rural,Reunificación familiar,2017,30-34,838.0212979999999,Atlántida,HNAT
1,104,female,rural,Desempleo,2022,20-24,838.0212979999999,Atlántida,HNAT
1,104,female,urban,Desempleo; Por inseguridad en la comunidad; Es víctima de violencia,2019,30-34,51.313308,Atlántida,HNAT
1,104,male,rural,Reunificación familiar,2018,30-34,838.0212979999999,Atlántida,HNAT
1,104,male,rural,Bajos ingresos; En búsqueda de un nuevo empleo,2018,20-24,838.0212979999999,Atlántida,HNAT
1,105,female,urban,Desempleo; En búsqueda de un nuevo empleo,1998,25-29,887.8967204999998,Atlántida,HNAT
1,105,male,rural,Desempleo,2021,45-49,24.852964500000002,Atlántida,HNAT
1,105,male,rural,Desempleo; En búsqueda de un nuevo empleo,2020,15-19,1005.6255575999999,Atlántida,HNAT
1,105,male,rural,Desempleo; En búsqueda de un nuevo empleo,2020,45-49,1005.6255575999999,Atlántida,HNAT
1,105,male,rural,En búsqueda de un nuevo empleo,2021,25-29,1005.6255575999999,Atlántida,HNAT
1,105,male,urban,Reunificación familiar; Bajos ingresos; Violencia familiar; Por inseguridad en la comunidad; Es víctima de violencia; Sufre amenazas o extorsión,2022,30-34,42.761089999999996,Atlántida,HNAT
1,106,female,urban,Desempleo; En búsqueda de un nuevo empleo,2023,20-24,1775.7934409999996,Atlántida,HNAT
1,107,female,rural,Reunificación familiar; Bajos ingresos,2014,35-39,16.476302800000003,Atlántida,HNAT
1,107,female,urban,Bajos ingresos; En búsqueda de un nuevo empleo,2018,40-44,42.761089999999996,Atlántida,HNAT
1,107,female,urban,Desempleo,2017,30-34,710.3173764,Atlántida,HNAT
1,107,female,urban,Desempleo; En búsqueda de un nuevo empleo,2019,30-34,710.3173764,Atlántida,HNAT
1,107,male,rural,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2019,35-39,838.0212979999999,Atlántida,HNAT
1,107,male,rural,Bajos ingresos; En búsqueda de un nuevo empleo,2021,20-24,838.0212979999999,Atlántida,HNAT
1,107,male,rural,Bajos ingresos; En búsqueda de un nuevo empleo,2022,45-49,838.0212979999999,Atlántida,HNAT
1,107,male,rural,Desempleo,2010,25-29,838.0212979999999,Atlántida,HNAT
1,107,male,rural,En búsqueda de un nuevo empleo,2019,15-19,838.0212979999999,Atlántida,HNAT
1,107,male,rural,En búsqueda de un nuevo empleo,2022,30-34,838.0212979999999,Atlántida,HNAT
1,107,male,urban,Bajos ingresos,2019,25-29,16.476302800000003,Atlántida,HNAT
1,107,male,urban,Bajos ingresos,2022,50-54,42.761089999999996,Atlántida,HNAT
1,107,male,urban,Bajos ingresos; Desempleo,2019,25-29,42.761089999999996,Atlántida,HNAT
1,107,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2003,15-19,56.2841136,Atlántida,HNAT
1,107,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a servicios de salud; Falta de acceso a servicios básicos; Falta de acceso a alimentos,2014,50-54,79.81876799999999,Atlántida,HNAT
1,107,male,urban,Desempleo; Sufre amenazas o extorsión,2022,50-54,342.2239275,Atlántida,HNAT
1,107,male,urban,En búsqueda de un nuevo empleo,2020,45-49,710.3173764,Atlántida,HNAT
1,107,male,urban,En búsqueda de un nuevo empleo,2021,15-19,64.14163500000001,Atlántida,HNAT
1,108,female,urban,Falta de acceso a educación,2022,15-19,591.9311469999999,Atlántida,HNAT
1,108,female,urban,Otro,2003,15-19,685.5590195999999,Atlántida,HNAT
1,108,male,rural,Desempleo; En búsqueda de un nuevo empleo,2013,15-19,838.0212979999999,Atlántida,HNAT
2,201,female,urban,Reunificación familiar,1989,55-59,1183.8622939999998,Colón,HNCL
2,201,female,urban,Bajos ingresos,2015,25-29,64.14163500000001,Colón,HNCL
2,201,female,urban,Desempleo,2015,15-19,684.447855,Colón,HNCL
2,201,female,urban,Desempleo,2019,30-34,887.8967204999998,Colón,HNCL
2,201,female,urban,Desempleo; En búsqueda de un nuevo empleo,2019,20-24,887.8967204999998,Colón,HNCL
2,201,female,urban,En búsqueda de un nuevo empleo; Falta de acceso a educación; Falta de acceso a servicios básicos,1992,25-29,887.8967204999998,Colón,HNCL
2,201,male,rural,Bajos ingresos; Desempleo,2021,10-14,838.0212979999999,Colón,HNCL
2,201,male,rural,Bajos ingresos; Desempleo,2021,20-24,24.852964500000002,Colón,HNCL
2,201,male,rural,Bajos ingresos; En búsqueda de un nuevo empleo; Falta de acceso a servicios básicos,2019,20-24,2514.0638939999994,Colón,HNCL
2,201,male,urban,Reunificación familiar; Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2018,10-14,93.12455299999999,Colón,HNCL
2,201,male,urban,Reunificación familiar; En búsqueda de un nuevo empleo,2021,40-44,228.5196732,Colón,HNCL
2,201,male,urban,Bajos ingresos; Desempleo,2021,35-39,591.9311469999999,Colón,HNCL
2,201,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,1991,15-19,93.12455299999999,Colón,HNCL
2,201,male,urban,Bajos ingresos; Desempleo; Falta de acceso a alimentos; Por inseguridad en la comunidad,2021,30-34,79.81876799999999,Colón,HNCL
2,201,male,urban,Bajos ingresos; Desempleo; Es víctima de violencia; Sufre amenazas o extorsión,1987,15-19,93.12455299999999,Colón,HNCL
2,201,male,urban,Desempleo,2020,30-34,15.559301600000001,Colón,HNCL
2,201,male,urban,En búsqueda de un nuevo empleo,2019,30-34,887.8967204999998,Colón,HNCL
2,202,male,rural,En búsqueda de un nuevo empleo,2022,20-24,838.0212979999999,Colón,HNCL
2,202,male,urban,En búsqueda de un nuevo empleo,2021,50-54,93.12455299999999,Colón,HNCL
2,203,male,rural,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2021,25-29,838.0212979999999,Colón,HNCL
2,203,male,rural,En búsqueda de un nuevo empleo,2022,20-24,838.0212979999999,Colón,HNCL
2,204,female,rural,En búsqueda de un nuevo empleo,2022,20-24,24.852964500000002,Colón,HNCL
2,205,female,rural,Reunificación familiar,2022,30-34,1005.6255575999999,Colón,HNCL
2,205,female,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a servicios de salud; Falta de acceso a servicios básicos,2020,40-44,93.12455299999999,Colón,HNCL
2,206,male,urban,En búsqueda de un nuevo empleo,2013,30-34,93.12455299999999,Colón,HNCL
2,207,female,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2016,40-44,93.12455299999999,Colón,HNCL
2,207,female,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2020,30-34,887.8967204999998,Colón,HNCL
2,207,female,urban,En búsqueda de un nuevo empleo,2022,35-39,93.12455299999999,Colón,HNCL
2,207,male,rural,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a educación; Falta de acceso a servicios de salud; Falta de acceso a servicios básicos,2022,15-19,838.0212979999999,Colón,HNCL
2,207,male,urban,Bajos ingresos; Desempleo; Falta de acceso a servicios de salud; Por inseguridad en la comunidad; Desastres naturales,2008,35-39,685.5590195999999,Colón,HNCL
2,207,male,urban,Desempleo,2016,15-19,887.8967204999998,Colón,HNCL
2,207,male,urban,En búsqueda de un nuevo empleo,2018,50-54,111.7494636,Colón,HNCL
2,208,female,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2017,30-34,93.12455299999999,Colón,HNCL
2,208,female,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a educación,2021,15-19,591.9311469999999,Colón,HNCL
2,208,male,rural,Bajos ingresos,2022,25-29,838.0212979999999,Colón,HNCL
2,208,male,rural,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2015,40-44,1005.6255575999999,Colón,HNCL
2,209,female,rural,Reunificación familiar,2016,5-9,838.0212979999999,Colón,HNCL
2,209,female,rural,Bajos ingresos; Desempleo,2016,0-4,838.0212979999999,Colón,HNCL
2,209,female,rural,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2021,30-34,1005.6255575999999,Colón,HNCL
2,209,female,rural,Bajos ingresos; Desempleo; Falta de acceso a servicios de salud; Falta de acceso a servicios básicos,2021,35-39,1005.6255575999999,Colón,HNCL
2,209,female,urban,Reunificación familiar,2013,25-29,139.6868295,Colón,HNCL
2,209,female,urban,Reunificación familiar; Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a alimentos,2019,15-19,710.3173764,Colón,HNCL
2,209,female,urban,En búsqueda de un nuevo empleo,2010,35-39,79.81876799999999,Colón,HNCL
2,209,male,rural,Bajos ingresos,2022,30-34,24.852964500000002,Colón,HNCL
2,209,male,rural,Desempleo,2019,15-19,838.0212979999999,Colón,HNCL
2,209,male,rural,Desempleo,2020,20-24,838.0212979999999,Colón,HNCL
2,209,male,rural,Desempleo,2021,20-24,838.0212979999999,Colón,HNCL
2,209,male,rural,Desempleo,2022,25-29,838.0212979999999,Colón,HNCL
2,209,male,rural,Desempleo; En búsqueda de un nuevo empleo,2015,40-44,838.0212979999999,Colón,HNCL
2,209,male,rural,Desempleo; Falta de acceso a alimentos,2000,20-24,1005.6255575999999,Colón,HNCL
2,209,male,urban,Reunificación familiar,2018,5-9,591.9311469999999,Colón,HNCL
2,209,male,urban,Bajos ingresos; Desempleo; En búsqueda de un nuevo empleo,2022,15-19,591.9311469999999,Colón,HNCL
2,209,male,urban,Bajos ingresos; En búsqueda de un nuevo empleo,2017,15-19,591.9311469999999,Colón,HNCL
2,209,male,urban,Desempleo,2012,15-19,56.2841136,Colón,HNCL
2,209,male,urban,Desempleo; En búsqueda de un nuevo empleo; Falta de acceso a educación; Falta de acceso a servicios de salud,2022,15-19,591.9311469999999,Colón,HNCL
2,209,male,urban,Sufre amenazas o extorsión,1999,15-19,591.9311469999999,Colón,HNCL
2,210,female,urban,Es víctima de violencia; Sufre amenazas o extorsión,2020,25-29,591.9311469999999,Colón,HNCL
2,210,male,urban,Bajos ingresos; Desempleo; Falta de acceso a servicios básicos,2022,30-34,591.9311469999999,Colón,HNCL
3,301,female,rural,Desempleo,2019,20-24,1257.0319469999997,Comayagua,HNCM
3,301,female,rural,En búsqueda de un nuevo empleo,2021,15-19,838.0212979999999,Comayagua,HNCM
3,301,female,rural,En búsqueda de un nuevo empleo,2022,25-29,1257.0319469999997,Comayagua,HNCM
3,301,female,urban,Reunificación familiar,2017,25-29,591.9311469999999,Comayagua,HNCM
3,301,female,urban,Desempleo,2017,35-39,14.0396685,Comayagua,HNCM
3,301,female,urban,Desempleo,2018,25-29,14.0396685,Comayagua,HNCM
3,301,female,urban,Desempleo,2019,15-19,591.9311469999999,Comayagua,HNCM
3,301,female,urban,Desempleo,2021,35-39,14.0396685,Comayagua,HNCM
3,301,female,urban,Desempleo,2021,40-44,16.476302800000003,Comayagua,HNCM
3,301,female,urban,Desempleo,2022,15-19,591.9311469999999,Comayagua,HNCM
3,301,female,urban,En búsqueda de un nuevo empleo,2012,20-24,342.2239275,Comayagua,HNCM
3,301,female,urban,En búsqueda de un nuevo empleo,2018,35-39,887.8967204999998,Comayagua,HNCM
3,301,female,urban,En búsqueda de un nuevo empleo,2021,35-39,710.3173764,Comayagua,HNCM
3,301,male,rural,Reunificación familiar,2019,30-34,1257.0319469999997,Comayagua,HNCM
3,301,male,rural,En búsqueda de un nuevo empleo,2018,35-39,838.0212979999999,Comayagua,HNCM
3,301,male,rural,En búsqueda de un nuevo empleo,2020,25-29,838.0212979999999,Comayagua,HNCM
3,301,male,rural,En búsqueda de un nuevo empleo,2021,20-24,838.0212979999999,Comayagua,HNCM
3,301,male,rural,En búsqueda de un nuevo empleo,2021,25-29,838.0212979999999,Comayagua,HNCM
3,301,male,rural,En búsqueda de un nuevo empleo,2022,45-49,838.0212979999999,Comayagua,HNCM
3,301,male,urban,Bajos ingresos; En búsqueda de un nuevo empleo; Falta de acceso a alimentos; Desastres naturales,2022,40-44,42.761089999999996,Comayagua,HNCM
3,301,male,urban,Desempleo,2021,15-19,710.3173764,Comayagua,HNCM
3,301,male,urban,Desempleo,2022,20-24,14.0396685,Comayagua,HNCM
3,301,male,urban,En búsqueda de un nuevo empleo,1992,20-24,710.3173764,Comayagua,HNCM
3,301,male,urban,En búsqueda de un nuevo empleo,1999,15-19,3551.586881999999,Comayagua,HNCM
3,301,male,urban,En búsqueda de un nuevo empleo,2000,30-34,710.3173764,Comayagua,HNCM
3,301,male,urban,En búsqueda de un nuevo empleo,2002,25-29,710.3173764,Comayagua,HNCM
3,301,male,urban,En búsqueda de un nuevo empleo,2016,10-14,591.9311469999999,Comayagua,HNCM
3,301,male,urban,Por matrimonio o unión,2006,15-19,513.33589125,Comayagua,HNCM
3,302,male,rural,Desempleo,2006,20-24,838.0212979999999,Comayagua,HNCM
3,302,male,urban,En búsqueda de un nuevo empleo,2005,20-24,887.8967204999998,Comayagua,HNCM
3,303,female,rural,En búsqueda de un nuevo empleo,2022,15-19,838.0212979999999,Comayagua,HNCM
3,304,male,rural,Bajos ingresos,2002,20-24,838.0212979999999,Comayagua,HNCM
